supplier_id,business_name,registration_number,status,registration_date,business_type,industry_category,state,verification_status,verification_reason
BUS0000220,Pioneer Foods,RC492627,registered,2022-09-11,Public Limited Company,Automotive,Ekiti,VERIFIED,Business passed basic verification
BUS0000221,Vertex Global Services,RC176274,registered,,Partnership,Healthcare,Ondo,REJECTED,Missing or invalid registration date
BUS0000222,Horizon Auto Parts,RC746028,registered,2017-05-09,Limited Liability Company,Fintech,Lagos,VERIFIED,Business passed basic verification
BUS0000223,Golden Harvest Foods,RC941821,registered,,Partnership,Trading,Ebonyi,REJECTED,Missing or invalid registration date
BUS0000224,SmartServe Services,RC220299,registered,,Limited Liability Company,Facility Management,Lagos,REJECTED,Missing or invalid registration date
BUS0000225,Mercury Marketing,RC316916,registered,,Sole Proprietorship,Logistics,Rivers,REJECTED,Missing or invalid registration date
BUS0000226,Zenith Media,RC573057,registered,2025-04-04,Non-Profit Organization,Real Estate,Bayelsa,FLAGGED,Recently registered business
BUS0000227,BrightWave Technologies,RC545458,registered,2015-04-09,Cooperative Society,Beverages,Kaduna,VERIFIED,Business passed basic verification
BUS0000228,Sunrise Traders,RC156867,registered,,Non-Profit Organization,Consulting,Katsina,REJECTED,Missing or invalid registration date
BUS0000229,Zenith Media,RC260386,registered,,Sole Proprietorship,E-commerce,Delta,REJECTED,Missing or invalid registration date
BUS0000230,Mercury Marketing,RC672882,registered,,Public Limited Company,Transportation,Ekiti,REJECTED,Missing or invalid registration date
BUS0000231,Olive Oil Processing,RC856301,registered,,Enterprise,Waste Management,Jigawa,REJECTED,Missing or invalid registration date
BUS0000232,HarborTech Systems,RC847706,registered,,Partnership,Marketing,Kaduna,REJECTED,Missing or invalid registration date
BUS0000233,Urban Farm Produce,RC149489,registered,,Cooperative Society,Automotive,Adamawa,REJECTED,Missing or invalid registration date
BUS0000234,Orchid Pharmaceuticals,RC671371,registered,,Limited Liability Company,Logistics,Abia,REJECTED,Missing or invalid registration date
BUS0000235,Cornerstone Ventures,RC855720,registered,2022-04-06,Non-Profit Organization,Fashion,Gombe,VERIFIED,Business passed basic verification
BUS0000236,CitiCenter Supplies,RC851903,registered,2021-06-09,Enterprise,Information Technology,Kebbi,VERIFIED,Business passed basic verification
BUS0000237,Sunrise Traders,RC614886,registered,2015-10-03,Limited Liability Company,Security Services,Anambra,VERIFIED,Business passed basic verification
BUS0000238,EcoTech Solutions Ltd,RC562693,registered,,Cooperative Society,Textiles,Cross River,REJECTED,Missing or invalid registration date
BUS0000239,Cornerstone Ventures,RC223128,registered,2017-12-07,Non-Profit Organization,Fintech,Kaduna,VERIFIED,Business passed basic verification
BUS0000240,Alpha Systems Ltd,RC368163,registered,,Partnership,Construction,Anambra,REJECTED,Missing or invalid registration date
BUS0000241,Royal Furnishings,RC576671,registered,,Sole Proprietorship,Renewable Energy,Oyo,REJECTED,Missing or invalid registration date
BUS0000242,GreenField Farms Ltd,RC235029,registered,,Business Name,Consulting,Nasarawa,REJECTED,Missing or invalid registration date
BUS0000243,Vertex Global Services,RC547665,registered,2016-10-09,Limited Liability Company,Agriculture,Niger,VERIFIED,Business passed basic verification
BUS0000244,Pioneer Foods,RC125341,registered,2018-12-01,Partnership,Entertainment,Taraba,VERIFIED,Business passed basic verification
BUS0000245,Atlas Transport,RC412135,registered,,Non-Profit Organization,Manufacturing,Cross River,REJECTED,Missing or invalid registration date
BUS0000246,Horizon Auto Parts,RC600739,registered,,Enterprise,Fashion,Imo,REJECTED,Missing or invalid registration date
BUS0000247,Zenith Media,RC246581,registered,,Sole Proprietorship,Advertising,Kano,REJECTED,Missing or invalid registration date
BUS0000248,Sunrise Traders,RC934260,registered,,Cooperative Society,Logistics,Nasarawa,REJECTED,Missing or invalid registration date
BUS0000249,Olive Oil Processing,RC108266,registered,2024-02-05,Partnership,Retail,Borno,VERIFIED,Business passed basic verification
BUS0000250,Horizon Auto Parts,RC388854,registered,,Non-Profit Organization,Education,Plateau,REJECTED,Missing or invalid registration date
BUS0000251,Alpha Systems Ltd,RC905701,registered,,Public Limited Company,Microfinance,Ebonyi,REJECTED,Missing or invalid registration date
BUS0000252,Crestfield Trading,RC101430,registered,2019-10-11,Partnership,Renewable Energy,Benue,VERIFIED,Business passed basic verification
BUS0000253,Cornerstone Ventures,RC275193,registered,2019-02-03,Limited Liability Company,Advertising,Kaduna,VERIFIED,Business passed basic verification
BUS0000254,Golden Harvest Foods,RC872158,registered,,Limited Liability Company,Textiles,Jigawa,REJECTED,Missing or invalid registration date
BUS0000255,PrimeBuild Construction,RC599846,registered,,Limited Liability Company,Security Services,Bauchi,REJECTED,Missing or invalid registration date
BUS0000256,MetroLink Ventures,RC535498,registered,,Business Name,Tourism,Benue,REJECTED,Missing or invalid registration date
BUS0000257,BrightWave Technologies,RC946233,registered,,Sole Proprietorship,Education,Imo,REJECTED,Missing or invalid registration date
BUS0000258,Unity Supplies Nigeria,RC131069,registered,,Non-Profit Organization,Textiles,Taraba,REJECTED,Missing or invalid registration date
BUS0000259,Unity Supplies Nigeria,RC438302,registered,,Sole Proprietorship,Real Estate,Adamawa,REJECTED,Missing or invalid registration date
BUS0000260,Urban Farm Produce,RC560944,registered,,Public Limited Company,Fintech,Niger,REJECTED,Missing or invalid registration date
BUS0000261,Alpha Systems Ltd,RC457768,registered,,Non-Profit Organization,Tourism,Rivers,REJECTED,Missing or invalid registration date
BUS0000262,Pioneer Foods,RC643553,registered,,Partnership,Renewable Energy,Yobe,REJECTED,Missing or invalid registration date
BUS0000263,Mercury Marketing,RC832150,registered,,Business Name,Financial Services,Enugu,REJECTED,Missing or invalid registration date
BUS0000264,Sunrise Traders,RC255024,registered,,Enterprise,Logistics,Rivers,REJECTED,Missing or invalid registration date
BUS0000265,Summit Engineering,RC978742,registered,2024-08-12,Business Name,Automotive,Gombe,FLAGGED,Recently registered business
BUS0000266,Golden Harvest Foods,RC626199,registered,2023-06-10,Sole Proprietorship,Hospitality,Taraba,VERIFIED,Business passed basic verification
BUS0000267,CitiCenter Supplies,RC183336,registered,2020-04-10,Sole Proprietorship,Food Processing,Ekiti,VERIFIED,Business passed basic verification
BUS0000268,Cornerstone Ventures,RC427397,registered,2025-06-07,Sole Proprietorship,Facility Management,Niger,FLAGGED,Recently registered business
BUS0000269,Crestfield Trading,RC576373,registered,,Limited Liability Company,Real Estate,Adamawa,REJECTED,Missing or invalid registration date
BUS0000270,GreenField Farms Ltd,RC936551,registered,,Public Limited Company,Manufacturing,Niger,REJECTED,Missing or invalid registration date
BUS0000271,PrimeBuild Construction,RC652865,registered,,Non-Profit Organization,Food Processing,Abia,REJECTED,Missing or invalid registration date
BUS0000272,Unity Supplies Nigeria,RC700249,registered,,Sole Proprietorship,Trading,Kaduna,REJECTED,Missing or invalid registration date
BUS0000273,Royal Furnishings,RC171589,registered,2025-08-09,Limited Liability Company,Marketing,Kwara,FLAGGED,Recently registered business
BUS0000274,Atlas Transport,RC141441,registered,2025-12-01,Enterprise,Entertainment,Imo,FLAGGED,Recently registered business
BUS0000275,Bright Learning Institute,RC399535,registered,2018-02-09,Partnership,Pharmaceuticals,Kogi,VERIFIED,Business passed basic verification
BUS0000276,Atlas Transport,RC461067,registered,,Limited Liability Company,Retail,Kebbi,REJECTED,Missing or invalid registration date
BUS0000277,Prime Health Supplies,RC232142,registered,2016-03-04,Business Name,Education,Jigawa,VERIFIED,Business passed basic verification
BUS0000278,Golden Harvest Foods,RC462477,registered,,Business Name,Logistics,Ekiti,REJECTED,Missing or invalid registration date
BUS0000279,Olive Oil Processing,RC144404,registered,2022-07-08,Limited Liability Company,Pharmaceuticals,Adamawa,VERIFIED,Business passed basic verification
BUS0000280,Horizon Auto Parts,RC350682,registered,,Non-Profit Organization,Advertising,Anambra,REJECTED,Missing or invalid registration date
BUS0000281,Heritage Consulting,RC360235,registered,,Non-Profit Organization,Media,Lagos,REJECTED,Missing or invalid registration date
BUS0000282,Urban Retail Hub,RC679006,registered,2021-05-10,Public Limited Company,Facility Management,Kwara,VERIFIED,Business passed basic verification
BUS0000283,Vertex Global Services,RC886593,registered,,Enterprise,Transportation,Kano,REJECTED,Missing or invalid registration date
BUS0000284,Sunbeam Electricals,RC874953,registered,,Sole Proprietorship,Real Estate,Nasarawa,REJECTED,Missing or invalid registration date
BUS0000285,SmartServe Services,RC170278,registered,2018-09-10,Partnership,Trading,Benue,VERIFIED,Business passed basic verification
BUS0000286,Alpha Systems Ltd,RC660897,registered,2022-08-04,Public Limited Company,Entertainment,Benue,VERIFIED,Business passed basic verification
BUS0000287,Elite Cleaning Co,RC325640,registered,2017-09-07,Non-Profit Organization,Automotive,Ekiti,VERIFIED,Business passed basic verification
BUS0000288,Heritage Consulting,RC467396,registered,2023-06-05,Business Name,Education,Plateau,VERIFIED,Business passed basic verification
BUS0000289,Bountiful Beverages,RC941184,registered,,Sole Proprietorship,Financial Services,Abia,REJECTED,Missing or invalid registration date
BUS0000290,Elite Cleaning Co,RC627942,registered,2017-06-04,Partnership,Education,Kaduna,VERIFIED,Business passed basic verification
BUS0000291,MetroLink Ventures,RC593350,registered,2019-11-07,Enterprise,Textiles,Kaduna,VERIFIED,Business passed basic verification
BUS0000292,Apex Retailers,RC479613,registered,,Cooperative Society,Facility Management,Kano,REJECTED,Missing or invalid registration date
BUS0000293,Orchid Pharmaceuticals,RC906588,registered,,Public Limited Company,Manufacturing,Benue,REJECTED,Missing or invalid registration date
BUS0000294,Zenith Media,RC178106,registered,,Business Name,Wholesale,Oyo,REJECTED,Missing or invalid registration date
BUS0000295,SkyHigh Enterprises,RC748183,registered,2021-10-09,Enterprise,Fintech,Jigawa,VERIFIED,Business passed basic verification
BUS0000296,Horizon Auto Parts,RC450925,registered,,Cooperative Society,EdTech,Kebbi,REJECTED,Missing or invalid registration date
BUS0000297,Starlight Fabrics,RC836538,registered,,Sole Proprietorship,Consulting,Ekiti,REJECTED,Missing or invalid registration date
BUS0000298,Olive Oil Processing,RC422425,registered,2021-05-09,Cooperative Society,Trading,Borno,VERIFIED,Business passed basic verification
BUS0000299,Royal Furnishings,RC706203,registered,,Non-Profit Organization,Logistics,Niger,REJECTED,Missing or invalid registration date
BUS0000300,HarborTech Systems,RC956065,registered,2021-05-02,Partnership,Real Estate,Kwara,VERIFIED,Business passed basic verification
BUS0000301,Apex Retailers,RC211060,registered,2018-06-05,Limited Liability Company,Consulting,Taraba,VERIFIED,Business passed basic verification
BUS0000302,Crown Textiles,RC509707,registered,,Non-Profit Organization,Logistics,Bayelsa,REJECTED,Missing or invalid registration date
BUS0000303,Bright Learning Institute,RC945519,registered,,Business Name,Waste Management,Kaduna,REJECTED,Missing or invalid registration date
BUS0000304,Spectrum Energy,RC321000,registered,,Sole Proprietorship,Tourism,Ogun,REJECTED,Missing or invalid registration date
BUS0000305,CitiCenter Supplies,RC722029,registered,,Business Name,Security Services,Sokoto,REJECTED,Missing or invalid registration date
BUS0000306,Prime Health Supplies,RC527988,registered,,Business Name,Renewable Energy,Borno,REJECTED,Missing or invalid registration date
BUS0000307,Spectrum Energy,RC936029,registered,2023-04-10,Cooperative Society,Logistics,Cross River,VERIFIED,Business passed basic verification
BUS0000308,Urban Farm Produce,RC488079,registered,2021-05-01,Business Name,Logistics,Niger,VERIFIED,Business passed basic verification
BUS0000309,Bright Learning Institute,RC782264,registered,,Cooperative Society,Pharmaceuticals,Niger,REJECTED,Missing or invalid registration date
BUS0000310,Sunrise Traders,RC588713,registered,,Sole Proprietorship,Education,Kano,REJECTED,Missing or invalid registration date
BUS0000311,BlueOcean Logistics,RC563613,registered,,Partnership,Advertising,Benue,REJECTED,Missing or invalid registration date
BUS0000312,HarborTech Systems,RC726294,registered,2019-05-10,Business Name,Hospitality,Kebbi,VERIFIED,Business passed basic verification
BUS0000313,Guardian Security Services,RC629545,registered,,Cooperative Society,Pharmaceuticals,Kwara,REJECTED,Missing or invalid registration date
BUS0000314,Urban Retail Hub,RC818298,registered,2020-03-05,Public Limited Company,Textiles,Osun,VERIFIED,Business passed basic verification
BUS0000315,Crestfield Trading,RC371625,registered,,Business Name,Entertainment,Adamawa,REJECTED,Missing or invalid registration date
BUS0000316,Alpha Systems Ltd,RC747251,registered,2025-08-06,Cooperative Society,Tourism,Ebonyi,FLAGGED,Recently registered business
BUS0000317,Silverline Manufacturing,RC798475,registered,2020-07-10,Limited Liability Company,Consulting,Anambra,VERIFIED,Business passed basic verification
BUS0000318,Lakeside Traders,RC667565,registered,,Limited Liability Company,Food Processing,Kogi,REJECTED,Missing or invalid registration date
BUS0000319,Horizon Auto Parts,RC891980,registered,2024-06-10,Sole Proprietorship,Microfinance,Niger,FLAGGED,Recently registered business
BUS0000320,Crown Textiles,RC648930,registered,2021-12-03,Enterprise,Advertising,Ondo,VERIFIED,Business passed basic verification
BUS0000321,Pioneer Foods,RC350710,registered,,Public Limited Company,Real Estate,Kwara,REJECTED,Missing or invalid registration date
BUS0000322,Guardian Security Services,RC506721,registered,,Partnership,EdTech,Nasarawa,REJECTED,Missing or invalid registration date
BUS0000323,Silverline Manufacturing,RC744399,registered,,Sole Proprietorship,Security Services,Lagos,REJECTED,Missing or invalid registration date
BUS0000324,BlueOcean Logistics,RC607621,registered,2015-07-07,Public Limited Company,Media,Plateau,VERIFIED,Business passed basic verification
BUS0000325,Urban Retail Hub,RC476386,registered,,Limited Liability Company,Trading,Katsina,REJECTED,Missing or invalid registration date
